id,userContactDetailsId,digestConfigurationId,cronExpression,preferredChannel,useDigest
ea655315-bba0-4bab-9e20-987534eb2150,56a50e9a-9668-437d-a09c-7e709ce22222,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/15 * * * *,EMAIL,true
0a618343-e056-4f07-a60f-23931e668778,56a50e9a-9668-437d-a09c-7e709ce22222,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
e8198a63-b7da-4664-80e5-0c198404dda9,c994d1ea-47f7-435d-9d4d-42fb54197698,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
6960e25d-b582-4a91-88e1-056160e7db8b,c994d1ea-47f7-435d-9d4d-42fb54197698,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/5 * * * *,EMAIL,true
8d4840a2-a738-4f31-9142-79bef9dd1c47,c994d1ea-47f7-435d-9d4d-42fb54197698,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
4c983197-2592-401f-a822-a9b64ad70fec,c994d1ea-47f7-435d-9d4d-42fb54197698,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
c109ed08-cbda-4309-b27d-455e30102e38,f72bf4ee-eb86-4bfd-be88-4f481f4e2fe0,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
34115ea7-59fe-41ae-9804-f7e2560a1581,f72bf4ee-eb86-4bfd-be88-4f481f4e2fe0,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/5 * * * *,EMAIL,true
cdd4f9cd-d9b7-43f5-ad2f-34035ec18317,f72bf4ee-eb86-4bfd-be88-4f481f4e2fe0,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/15 * * * *,EMAIL,true
9b817255-bd95-454a-a614-3e22ee18502d,f72bf4ee-eb86-4bfd-be88-4f481f4e2fe0,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
529c03f0-8b65-4fc9-a663-16bb3eebad47,7d6c0269-0c6a-4c9a-a098-46de276b9d26,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
662befbe-78e2-41ef-8d29-9390edf21ba2,7d6c0269-0c6a-4c9a-a098-46de276b9d26,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
c43be68e-8a31-486c-986d-bbf36e4c75aa,7d6c0269-0c6a-4c9a-a098-46de276b9d26,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
23250c7a-033b-43c8-8be2-7544a9a1c738,7d6c0269-0c6a-4c9a-a098-46de276b9d26,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
af6834df-ff39-4de9-93af-b98ba62f9d2e,c54df462-66d8-4a02-bee9-b786fe2f30ee,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
b62ebd63-d709-4723-8c5a-019e7632c5c1,c54df462-66d8-4a02-bee9-b786fe2f30ee,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
db8add41-91ba-4c62-91b1-c993adc60ec9,c54df462-66d8-4a02-bee9-b786fe2f30ee,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/1 * * * *,EMAIL,true
b421cf0d-1ffe-4eb0-885a-02c07c30f7b6,c54df462-66d8-4a02-bee9-b786fe2f30ee,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
9acc4f49-a6ed-4168-b3f2-05feb98d71fb,cb5cd52f-f205-475d-8763-90852839424d,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
99fd564b-7797-49c4-88fc-952f5afa3a8a,cb5cd52f-f205-475d-8763-90852839424d,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/15 * * * *,EMAIL,true
1874d38a-e8cf-4ccd-8d92-b98f9b7d22fb,cb5cd52f-f205-475d-8763-90852839424d,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
8e338cb5-2209-464e-8ab9-80d8172815fa,cb5cd52f-f205-475d-8763-90852839424d,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
9ef357ca-2948-4cee-9338-926f83398515,9b2778af-5372-4410-a5c8-899e7f74296b,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/5 * * * *,EMAIL,true
b4debb5e-ba83-4e83-991e-f52ae57b4145,9b2778af-5372-4410-a5c8-899e7f74296b,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/5 * * * *,EMAIL,true
9571fa0e-91e0-46c7-af8b-4d6c094fb815,9b2778af-5372-4410-a5c8-899e7f74296b,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/1 * * * *,EMAIL,true
dab515ba-c593-422e-aef1-fe3c9be8e555,9b2778af-5372-4410-a5c8-899e7f74296b,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
9848b670-40f9-45bf-8673-ff4672b35d7d,2fbe9be3-f5e4-47ec-a10a-f3380c0daf75,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/5 * * * *,EMAIL,true
fa43534a-243b-46e3-bad1-23a7ff5bf934,2fbe9be3-f5e4-47ec-a10a-f3380c0daf75,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
0d4a985b-e840-487d-96e8-4f632edf3e62,2fbe9be3-f5e4-47ec-a10a-f3380c0daf75,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
7e3f4447-08d9-423e-b262-c18601faf54d,2fbe9be3-f5e4-47ec-a10a-f3380c0daf75,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
584546e5-f6e0-44be-a901-76a860421256,469c6e1c-aab7-4640-8925-f3c34bbe752d,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
76c3bc55-16aa-4f4c-8dd3-587ac7248e5f,469c6e1c-aab7-4640-8925-f3c34bbe752d,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
f52cfd34-3a5b-4836-85ac-f84c9ad608f0,469c6e1c-aab7-4640-8925-f3c34bbe752d,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/15 * * * *,EMAIL,true
38cbd5e4-6cb8-4804-b383-64a4f49a1e61,469c6e1c-aab7-4640-8925-f3c34bbe752d,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
c4efbf29-d077-4c22-a1a8-f2c7083ba5ef,573cf089-dfff-4273-b353-d94058164e55,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
59cbd796-3d4e-46f7-823c-c5e1c096da8f,573cf089-dfff-4273-b353-d94058164e55,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
829c6aef-e83b-4804-8949-dcc19d7b68db,573cf089-dfff-4273-b353-d94058164e55,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
dc7d2acb-8786-4d05-a3e0-3a53adfe351e,573cf089-dfff-4273-b353-d94058164e55,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
2460b4f2-d812-4a7b-9d54-93067349a724,2bb552b3-0324-42ef-bb21-c5cc74a38592,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
1a4e1ca5-1b01-412d-837d-0e254f004c1a,2bb552b3-0324-42ef-bb21-c5cc74a38592,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/15 * * * *,EMAIL,true
d1957d7b-42ca-49ca-bbf6-b38877e8a5aa,2bb552b3-0324-42ef-bb21-c5cc74a38592,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/1 * * * *,EMAIL,true
2cad1adc-e633-4c7c-87b5-26ce1a92fe28,2bb552b3-0324-42ef-bb21-c5cc74a38592,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
aee5c894-b301-485b-8965-d65f1471b444,247b366d-f8ab-4226-9ae9-a188d5ee8e22,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
96dad936-3ee2-4411-9995-7f334cca59ca,247b366d-f8ab-4226-9ae9-a188d5ee8e22,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/15 * * * *,EMAIL,true
04beb1ad-3941-4544-a86e-bdfcd4584e24,247b366d-f8ab-4226-9ae9-a188d5ee8e22,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
53676a11-b767-4397-826a-1806f6765036,247b366d-f8ab-4226-9ae9-a188d5ee8e22,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
c75e254e-f851-4aeb-b65e-3019f2e919b8,476415b1-ca81-4561-a3b7-fa3d08434800,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
fb74c383-533b-4d75-bfc5-cfb8357fe81c,476415b1-ca81-4561-a3b7-fa3d08434800,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
34496fff-6dc6-4795-b083-0027f844eed9,476415b1-ca81-4561-a3b7-fa3d08434800,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
4e6640c7-55a7-4cb0-b827-a3dfaf4c34b2,476415b1-ca81-4561-a3b7-fa3d08434800,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
5575b0a0-3cdc-4f71-ba7d-83a1bc1354db,1e3b03a5-1d48-4de1-bb4a-389beece2277,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
6204cbf5-c202-4385-ade5-6e4c9c029d89,1e3b03a5-1d48-4de1-bb4a-389beece2277,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/15 * * * *,EMAIL,true
4dbb2df6-cac0-406c-8c44-1213930654b2,1e3b03a5-1d48-4de1-bb4a-389beece2277,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/1 * * * *,EMAIL,true
d7cf6a81-a5f6-413d-8c27-d1ebd3fdbba3,1e3b03a5-1d48-4de1-bb4a-389beece2277,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
d9ab605c-dfce-435a-88d7-23f4253c1aa2,560be32a-ea2e-4d12-ae00-1f69376ad535,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
d52ae5b5-b8de-46c2-bdaa-eba8588863b1,560be32a-ea2e-4d12-ae00-1f69376ad535,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/15 * * * *,EMAIL,true
f411eecb-e716-422b-8b63-6d994490d014,560be32a-ea2e-4d12-ae00-1f69376ad535,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
ef7bb158-e60a-49ad-b719-d7d8ca561f11,560be32a-ea2e-4d12-ae00-1f69376ad535,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
a5dde93e-14c0-4d1e-866b-a4220f72b052,0053b56d-be93-4d82-a021-b713dbaae2a9,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/5 * * * *,EMAIL,true
87649408-70af-4251-a835-8c197aa382a0,0053b56d-be93-4d82-a021-b713dbaae2a9,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
56a26f3f-04b2-4758-a2f0-aaf3bee698a6,0053b56d-be93-4d82-a021-b713dbaae2a9,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/1 * * * *,EMAIL,true
edf36ce1-99c3-47bf-9f86-be853f0e84a2,0053b56d-be93-4d82-a021-b713dbaae2a9,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
5095cda5-5d64-4e45-8378-00c891baa745,211a6b4d-3c59-4fb2-8075-eedb79a18103,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/5 * * * *,EMAIL,true
d82ccbf2-cc98-4b3c-92f3-49557487a59b,211a6b4d-3c59-4fb2-8075-eedb79a18103,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/15 * * * *,EMAIL,true
b1576614-942d-414c-a62e-b9b4cb7b0f7b,211a6b4d-3c59-4fb2-8075-eedb79a18103,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/1 * * * *,EMAIL,true
4eb81bf6-0d3d-461d-94cf-27938cb35f79,211a6b4d-3c59-4fb2-8075-eedb79a18103,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
51a0f24c-f09c-4c85-8302-cdc56c80a3fc,c6f44c75-d2d3-4ca9-b5e8-7eb3bf1ff31f,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
4efaa777-a0d6-486a-8379-d8ef6a3381fb,c6f44c75-d2d3-4ca9-b5e8-7eb3bf1ff31f,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/15 * * * *,EMAIL,true
47fafe0c-afcd-41fb-ae9b-47afd1468705,c6f44c75-d2d3-4ca9-b5e8-7eb3bf1ff31f,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
1a4dfdf9-5881-40ab-a345-2e3ef7feae94,c6f44c75-d2d3-4ca9-b5e8-7eb3bf1ff31f,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
4e3d4e82-24ad-498a-91ea-669711126c76,ce962fad-c872-4244-92fe-2f70995d311a,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/5 * * * *,EMAIL,true
80e0be8a-fe0f-4780-badc-424fbe77d9d7,ce962fad-c872-4244-92fe-2f70995d311a,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
f90a4830-b9d4-4a14-89b2-415fefa8846c,ce962fad-c872-4244-92fe-2f70995d311a,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
8c0d972f-6f1e-46f3-ba7e-a14ad48b2ec8,ce962fad-c872-4244-92fe-2f70995d311a,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
50466f91-fd6a-4011-afdc-5abc2a8288ab,9cc9a0a4-e434-4582-9efc-2a1de44bc1f1,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
ff357769-b2f3-4858-8d8b-c847e880a0e9,9cc9a0a4-e434-4582-9efc-2a1de44bc1f1,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/15 * * * *,EMAIL,true
02bd302e-db74-4374-89f7-6c6483ad74b3,9cc9a0a4-e434-4582-9efc-2a1de44bc1f1,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
1ea6e72a-4d45-4a31-aa10-11fe918ac822,9cc9a0a4-e434-4582-9efc-2a1de44bc1f1,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
3953576b-8c8e-479b-91be-50528bc007df,b4eae7b4-42f6-4315-9c8c-c4ebb05213cf,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
1a78475a-2988-4f7c-9216-f6ae19f1842d,b4eae7b4-42f6-4315-9c8c-c4ebb05213cf,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
47bb6e54-8514-4042-81d2-6a8a0900a427,b4eae7b4-42f6-4315-9c8c-c4ebb05213cf,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
9a5c7837-412a-4685-9047-908ba2f76a67,b4eae7b4-42f6-4315-9c8c-c4ebb05213cf,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
54e2eef3-8503-4603-bc8a-2bc445b06205,c192b37f-f55f-4eaa-97ec-9864c6ca04c0,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
2e9c666e-0655-473d-a4a2-762d25828f69,c192b37f-f55f-4eaa-97ec-9864c6ca04c0,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
4f5c8505-d607-46b5-a823-d770b157ab79,c192b37f-f55f-4eaa-97ec-9864c6ca04c0,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
e99e1993-5606-4988-bb14-77c0623b1726,c192b37f-f55f-4eaa-97ec-9864c6ca04c0,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
9adb9f1f-547c-4f76-974c-1629c620f92f,8cb00ce6-6885-4704-802f-1d29b901454a,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
279ba04b-5128-4d9c-9342-a6f394a2ee8e,8cb00ce6-6885-4704-802f-1d29b901454a,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
e585d9d1-cb2f-4ce2-983b-ec7619eec9c1,8cb00ce6-6885-4704-802f-1d29b901454a,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/1 * * * *,EMAIL,true
66b5f9f9-9170-450e-ab11-4774970218d0,8cb00ce6-6885-4704-802f-1d29b901454a,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
55c1c8d3-8125-4022-b5bd-bea6aafc0c5a,facf6588-8496-470b-b523-821ff94efc66,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
385f16b7-39fe-4a94-94fc-bbb5ce3868f0,facf6588-8496-470b-b523-821ff94efc66,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/15 * * * *,EMAIL,true
026ceee7-e111-42c5-911b-17b7b393750a,facf6588-8496-470b-b523-821ff94efc66,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
b53f0394-1cfc-4081-b99f-3c4bc143f1e5,facf6588-8496-470b-b523-821ff94efc66,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
dd35a7b5-6aa1-4eb1-832a-fcbbe17c9fee,0eee5e76-ca01-47b0-ae7b-0886e792cd80,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
ce41f4b4-adca-4b02-bcb1-1505eb2a8fba,0eee5e76-ca01-47b0-ae7b-0886e792cd80,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
973d3f36-6c60-4db9-b43d-681e6176c23a,0eee5e76-ca01-47b0-ae7b-0886e792cd80,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/15 * * * *,EMAIL,true
80de8e50-12c4-4ae7-8925-bffc84a491bd,0eee5e76-ca01-47b0-ae7b-0886e792cd80,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
08fb73ba-3e64-4cf9-879a-660fcc10ddf3,86985eba-2915-45c6-ae3b-f89dc809f128,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
505666d2-2c5b-41d5-b522-f315b89dad35,86985eba-2915-45c6-ae3b-f89dc809f128,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/5 * * * *,EMAIL,true
b8e59c22-821c-4ada-a799-f1561bc582dd,86985eba-2915-45c6-ae3b-f89dc809f128,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
17e43122-c758-4bcb-abe2-0b2a500490ad,86985eba-2915-45c6-ae3b-f89dc809f128,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
b34af4e2-f9d6-4cfa-a58f-bbdcb66a096b,c8986040-3591-4cbd-8ce0-45b9ec9daee9,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/5 * * * *,EMAIL,true
364a9c59-c41f-4498-8c5d-e914941a5a47,c8986040-3591-4cbd-8ce0-45b9ec9daee9,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
e5c37238-b520-455f-95a0-da6f0baf72f4,c8986040-3591-4cbd-8ce0-45b9ec9daee9,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
74a890ef-8957-4ddf-887e-9666bf7327a6,c8986040-3591-4cbd-8ce0-45b9ec9daee9,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
a76a20ed-f53c-4425-9ff9-a968dd4f4929,87446d01-485f-4f28-a93f-7f3ec025bde8,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
f0900a51-6693-4214-aa5d-fdad4b2ce83d,87446d01-485f-4f28-a93f-7f3ec025bde8,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
07335804-c795-4f42-9f25-044884bf0b32,87446d01-485f-4f28-a93f-7f3ec025bde8,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
396bc9d2-e9e0-4ada-b7b0-99759728e370,87446d01-485f-4f28-a93f-7f3ec025bde8,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
087aff7d-42f8-403c-81c8-c58a91041749,aed6a0f7-c388-4d85-b899-d998ac205861,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/1 * * * *,EMAIL,true
2fce7400-dc5d-4aa9-ba62-a3b60c9af549,aed6a0f7-c388-4d85-b899-d998ac205861,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/5 * * * *,EMAIL,true
b177ca52-3da4-429c-a533-cc54f169a42f,aed6a0f7-c388-4d85-b899-d998ac205861,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/15 * * * *,EMAIL,true
335a982f-c7ce-4cd8-9a11-2a8262ff8f59,aed6a0f7-c388-4d85-b899-d998ac205861,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/15 * * * *,EMAIL,true
1226d32e-c57c-4764-b9f5-de9c0a9b8797,7a2e40a2-aeea-46e8-8a0b-9f9d82316677,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
e8e4acf1-190f-4e9b-9721-9c381ee651c6,7a2e40a2-aeea-46e8-8a0b-9f9d82316677,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
38e604b1-3391-443f-ba26-7df47af75ba1,7a2e40a2-aeea-46e8-8a0b-9f9d82316677,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/15 * * * *,EMAIL,true
02abd408-b2ff-45d9-87d6-16a543ccb84b,7a2e40a2-aeea-46e8-8a0b-9f9d82316677,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
84d2d4e8-655f-451f-96a8-733e21ec9f7b,ba7aa628-d6d4-4c8f-bb00-2fca48d30994,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
33ee497e-55b2-4c0e-bc86-e72c1eb2c5a6,ba7aa628-d6d4-4c8f-bb00-2fca48d30994,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/1 * * * *,EMAIL,true
5dd736b6-75a9-4427-b716-3874aa53b4be,ba7aa628-d6d4-4c8f-bb00-2fca48d30994,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/15 * * * *,EMAIL,true
91067685-a960-4faa-b16f-bf5245e864fb,ba7aa628-d6d4-4c8f-bb00-2fca48d30994,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/5 * * * *,EMAIL,true
04a9c7c9-b5bf-424c-9d16-5f0836c4b976,49e62743-5d0d-4eef-aafd-b6080a3aa306,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
0f652e2d-da47-4a76-af0c-6eea920fff99,49e62743-5d0d-4eef-aafd-b6080a3aa306,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/5 * * * *,EMAIL,true
fb20d4cb-34c6-4a3a-8919-7a77615d5cb7,49e62743-5d0d-4eef-aafd-b6080a3aa306,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/5 * * * *,EMAIL,true
af7ab47e-919b-4719-8947-cfbc4b99d913,49e62743-5d0d-4eef-aafd-b6080a3aa306,407310f8-c44d-400c-93d1-c3ff7dd3a98f,0 0/1 * * * *,EMAIL,true
fc22b3f4-fdf5-4f55-9f40-d3c252aa506c,70527ce7-c689-4f18-8584-8fd70f2c2ef1,4ec4f5fc-4397-4e98-bddd-2a2267cbe387,0 0/15 * * * *,EMAIL,true
eb2c9426-1824-4b86-889d-14d28e0fafef,70527ce7-c689-4f18-8584-8fd70f2c2ef1,148f4acb-1504-41e9-ac71-c29e8599ee70,0 0/5 * * * *,EMAIL,true
2ab20f22-4c09-427f-912d-7e797044ae26,70527ce7-c689-4f18-8584-8fd70f2c2ef1,91290036-97b4-428c-8299-0ccc76bf3df3,0 0/15 * * * *,EMAIL,true
